customer_dim_id,customer_id,customer_first_name,customer_last_name,customer_type,customer_store_state,customer_store_city,customer_store_street,customer_store_zipcode,customer_store_latitude,customer_store_longitude
4816,4860,Mary,Wiggins,Corporate,Colorado,Aurora,5180 Bright Fox Trail,80010,39.7454338,-104.8753815
4817,4861,Rebecca,Smith,Corporate,Puerto Rico,Caguas,7155 Cozy Valley,00725,18.2681656,-66.3705521
4818,4862,Mary,Whitaker,Corporate,Illinois,Chicago,3543 Crystal Bear Forest,60609,41.8083000,-87.6690598
4819,4863,Elizabeth,Smith,Corporate,Puerto Rico,Caguas,8559 Velvet Hill,00725,18.2957497,-66.3706284
4820,4864,Crystal,Leon,Consumer,California,Fresno,7112 Golden Circuit,93722,36.8406982,-119.7808228
4821,4865,Mary,Smith,Corporate,New Jersey,Bridgeton,4579 Grand Parade,08302,39.4458504,-75.2268829
4822,4866,Sean,Hoffman,Corporate,California,Escondido,8767 Silent Range,92026,33.1390190,-117.0928192
4823,4867,Mary,Smith,Consumer,Puerto Rico,Caguas,6292 Velvet Wagon  Plaza,00725,18.2225590,-66.3706131
4824,4868,Andrea,Marks,Corporate,Texas,Austin,4900 Heather Elk Row,78753,30.3501225,-97.6987305
4825,4869,Mary,Smith,Corporate,Puerto Rico,Caguas,1213 Cotton Pike,00725,18.2105351,-66.3705139
4826,4870,Pamela,Walker,Corporate,Georgia,Decatur,4828 Crystal Island,30032,33.7856751,-84.2374649
4827,4871,Justin,Hall,Corporate,Puerto Rico,Caguas,4436 Indian Acres,00725,18.2706051,-66.3706207
4828,4872,Mary,Smith,Consumer,New York,Brooklyn,7792 Rustic Park,11221,40.6924019,-73.9262085
4829,4873,Samantha,Wilson,Consumer,California,San Diego,8762 Burning Dale Pike,92109,32.7952194,-117.2376556
4830,4874,Mary,Taylor,Corporate,Washington,Seattle,9624 Merry Run,98115,47.6985626,-122.3047180
4831,4875,Edward,Peters,Consumer,Puerto Rico,Caguas,6715 Blue Shadow Square,00725,18.2420597,-66.3705597
4832,4876,Harry,Smith,Consumer,Virginia,Virginia Beach,5723 Emerald Downs,23456,36.7810364,-76.1126633
4833,4877,Mary,Greene,Consumer,New Jersey,New Brunswick,852 Pleasant Field,08901,40.4888496,-74.4436722
4834,4878,Sandra,Smith,Consumer,Puerto Rico,Caguas,2765 Middle Blossom Harbour,00725,18.2833557,-66.3705978
4835,4879,Helen,Webb,Consumer,Oregon,Beaverton,9674 Little Knoll,97007,45.4339905,-122.8325806
4836,4880,Carol,Banks,Consumer,California,Mission Viejo,4761 Indian Mountain Plaza,92691,33.6210480,-117.6759186
4837,4881,Kelly,Smith,Consumer,Puerto Rico,Caguas,2717 Little Ledge,00725,18.2257900,-66.3705292
4838,4882,Mary,Daniels,Consumer,Michigan,Detroit,3760 Velvet Highlands,48227,42.3980789,-83.2015762
4839,4883,Vincent,Smith,Consumer,Maryland,Baltimore,4063 Thunder Wharf,21224,39.2914200,-76.5133896
4840,4884,Mary,Wall,Consumer,Puerto Rico,Caguas,9430 Merry Leaf Harbour,00725,18.2801247,-66.3705521
4841,4885,Kenneth,Smith,Corporate,Illinois,Oak Lawn,4089 Tawny Prairie Thicket,60453,41.6984062,-87.7373428
4842,4886,Angela,Moore,Corporate,New Jersey,Newark,4770 Quiet Heights,07105,40.7272797,-74.1597519
4843,4887,Nicholas,Smith,Corporate,Puerto Rico,Caguas,6547 Golden Crescent,00725,18.2894802,-66.3705597
4844,4888,Mary,Berry,Corporate,California,Modesto,9337 Rustic Inlet,95351,37.6232796,-121.1444473
4845,4889,Carolyn,Smith,Corporate,Puerto Rico,Caguas,9611 Middle Dale,00725,18.2535362,-66.3705750
4846,4890,Mary,Harrington,Consumer,Illinois,Chicago,9733 Wishing Quail Isle,60651,41.9041214,-87.7124100
4847,4891,Richard,Smith,Consumer,Pennsylvania,Philadelphia,5293 Emerald Concession,19144,40.0312462,-75.1819153
4848,4892,Mary,Nichols,Consumer,Michigan,Canton,5847 Middle Bend,48187,42.3243599,-83.4880982
4849,4893,William,Smith,Consumer,Puerto Rico,Caguas,6158 Silver Apple Field,00725,18.2553558,-66.3705216
4850,4894,Nancy,Taylor,Consumer,Connecticut,Enfield,9533 High Mountain,06082,42.0001907,-72.5964661
4851,4895,Edward,Spencer,Consumer,Puerto Rico,Caguas,6956 Sleepy Wagon  Centre,00725,18.2077217,-66.3705139
4852,4896,Nicholas,Smith,Consumer,California,La Puente,7810 Round Corners,91744,34.0283089,-117.9406891
4853,4897,Mary,Garcia,Consumer,California,Bellflower,7502 Dewy Square,90706,34.3876228,-117.4167480
4854,4898,Joseph,Ellis,Corporate,Massachusetts,Malden,8365 Jagged Arbor,02148,42.4195786,-71.0794983
4855,4899,Mary,Bauer,Consumer,Puerto Rico,Caguas,6718 Stony Gate Vale,00725,18.2945595,-66.3705139
4856,4900,James,Trevino,Consumer,Florida,Miami,6754 Iron Elk Road,33157,25.5845699,-80.3736115
4857,4901,Brenda,Smith,Consumer,Connecticut,Milford,3504 Dusty View Loop,06460,41.1966362,-73.0857773
4858,4902,Martha,Garcia,Corporate,Puerto Rico,Caguas,6546 Wishing Moor,00725,18.2208004,-66.3705597
4859,4903,Mary,Rodriguez,Home Office,Maryland,Silver Spring,2656 Noble Canyon,20904,39.0463600,-76.9827271
4860,4904,Bruce,Smith,Home Office,New Jersey,Jersey City,3722 Red Hickory Path,07307,40.7472611,-74.0490875
4861,4905,Mary,Hunter,Home Office,Puerto Rico,Caguas,7240 Sleepy Goose Path,00725,18.2079125,-66.3705521
4862,4906,Richard,Smith,Home Office,California,San Jose,8977 Sunny Dale Run,95124,37.2666550,-121.9148026
4863,4907,Amanda,Lopez,Consumer,Puerto Rico,Caguas,5214 Colonial Square,00725,18.2760105,-66.3705902
4864,4908,Ann,Mccoy,Consumer,California,Fontana,2830 Velvet Pathway,92336,34.1569748,-117.4821548
4865,4909,Mary,Smith,Consumer,Arizona,Phoenix,1606 Rocky Shadow Ledge,85035,33.4733734,-112.1697769
4866,4910,Raymond,Mcbride,Consumer,Puerto Rico,Caguas,9128 Quaking Dale Acres,00725,18.2761726,-66.3706284
4867,4911,Mary,Smith,Corporate,North Carolina,Greenville,1286 Little Stead,27834,35.8038864,-77.4706726
4868,4912,William,Mcgee,Corporate,Puerto Rico,Caguas,7639 Silent Valley,00725,18.2275524,-66.3705978
4869,4913,Jerry,Smith,Corporate,Texas,Amarillo,4715 Lazy Oak Centre,79109,35.1875420,-101.8676224
4870,4914,Mary,Curtis,Consumer,Puerto Rico,Caguas,8665 Hidden Sky Concession,00725,18.2558365,-66.3705521
4871,4915,Matthew,Juarez,Corporate,Florida,Fort Lauderdale,5002 High Bank,33324,26.0984993,-80.2709503
4872,4916,Larry,Smith,Consumer,Puerto Rico,Caguas,9950 Bright Lagoon Autoroute,00725,18.2721691,-66.3706284
4873,4917,Lauren,Campbell,Corporate,Illinois,Chicago,1626 Misty Hills Round,60609,41.8961067,-87.6682663
4874,4918,Mary,Gray,Consumer,North Carolina,Hickory,443 Foggy Ledge,28601,35.7766609,-81.3626251
4875,4919,Judith,Smith,Consumer,Florida,Opa Locka,8460 Dewy Nook,33055,25.9487801,-80.2870789
4876,4920,Gloria,Ewing,Consumer,Puerto Rico,Caguas,1020 Silent Diversion,00725,18.2954083,-66.3706131
4877,4921,Mary,Smith,Consumer,Florida,Hialeah,8849 Gentle Forest Hollow,33012,25.8668804,-80.3145676
4878,4922,Robert,Russo,Consumer,New York,Bronx,9843 Indian Passage,10466,40.8907814,-73.8575821
4879,4923,Crystal,Smith,Corporate,Illinois,Aurora,5399 Velvet Terrace,60504,41.7225456,-88.2786408
4880,4924,Mary,Castillo,Corporate,Puerto Rico,Caguas,9036 Bright Brook Route,00725,18.2481422,-66.3706207
4881,4925,Julia,Zavala,Corporate,New Jersey,Union City,5593 Indian Trail,07087,40.7615242,-74.0382690
4882,4926,Mary,Smith,Corporate,New York,Bronx,109 Hazy Heath,10473,40.8074188,-73.8578034
4883,4928,Mary,Adams,Consumer,California,Moreno Valley,3601 Cozy Creek Trail,92557,33.9471703,-117.2536240
4884,4929,Janet,Harvey,Consumer,Puerto Rico,Caguas,2703 Dusty Lagoon Inlet,00725,18.2289639,-66.3705063
4885,4930,Mary,Preston,Consumer,California,Napa,6450 Sleepy Island Path,94558,38.3020172,-122.1991196
4886,4931,Arthur,Smith,Consumer,Florida,Tampa,347 Cozy Round,33624,28.0803452,-80.5695114
4887,4932,Gerald,Burton,Consumer,Puerto Rico,Caguas,2075 Round Barn Path,00725,18.2144909,-66.3706131
4888,4933,Mary,Smith,Home Office,Texas,Laredo,1321 Honey Embers Mount,78046,27.5074444,-99.4831619
4889,4934,Richard,Warner,Home Office,Puerto Rico,Caguas,6646 Iron Fox Mews,00725,18.2208328,-66.3705063
4890,4935,Sarah,Nielsen,Home Office,Florida,Orange Park,3240 Sleepy Beacon Bend,32073,30.1818295,-81.7411575
4891,4936,Kyle,Smith,Home Office,Puerto Rico,Caguas,8344 Noble Mountain Gate,00725,18.2120991,-66.3705063
4892,4937,Mary,Rogers,Consumer,California,Baldwin Park,6630 Sleepy Mews,91706,34.0946846,-117.9660568
4893,4938,Donald,Smith,Consumer,New Jersey,Jersey City,1329 Cotton Zephyr Highway,07306,40.7317314,-74.0650177
4894,4939,Carol,Jackson,Consumer,Puerto Rico,Caguas,495 Grand Extension,00725,18.2016411,-66.3705750
4895,4940,Marie,Snyder,Consumer,New York,Brooklyn,6534 Red Carrefour,11221,40.6924019,-73.9262085
4896,4941,Mary,Smith,Consumer,Illinois,Chicago,9160 Colonial Passage,60640,41.9684601,-87.6566086
4897,4942,David,Gill,Corporate,Utah,Salt Lake City,4365 Dusty Thicket,84119,40.6758232,-111.9388199
4898,4943,Paul,Sosa,Consumer,Puerto Rico,Caguas,3327 Indian Centre,00725,18.2899418,-66.3706207
4899,4944,George,Smith,Consumer,Puerto Rico,Trujillo Alto,4720 Noble Hills Wynd,00976,18.3667812,-66.0274963
4900,4945,Mary,Meza,Consumer,Texas,Brownsville,6174 Honey Lookout,78520,25.9068775,-97.4991379
4901,4946,Howard,Smith,Consumer,Puerto Rico,Caguas,2863 Merry Circle,00725,18.2250595,-66.3705978
4902,4947,Mary,Hobbs,Consumer,Florida,Hialeah,4110 Silent Pointe,33016,25.8772450,-80.3329468
4903,4948,Emily,Smith,Consumer,Puerto Rico,Caguas,8111 Lazy Wagon  Swale,00725,18.2523613,-66.3705368
4904,4949,Mary,Simmons,Consumer,California,Riverside,1247 Gentle Grove Valley,92507,33.9852753,-117.3377075
4905,4950,Brittany,Henry,Consumer,Texas,Amarillo,1507 Hazy Elk Path,79109,35.1875420,-101.8676224
4906,4951,Mary,Peck,Consumer,Puerto Rico,Caguas,2355 Velvet Hickory Crest,00725,18.2085362,-66.3705139
4907,4952,Elizabeth,Smith,Consumer,California,Long Beach,141 Dewy Plaza,90804,33.7688484,-118.1895370
4908,4953,Pamela,Burnett,Consumer,Puerto Rico,Caguas,5703 Velvet Cider Link,00725,18.2086506,-66.3705216
4909,4954,Mary,Smith,Consumer,Texas,Houston,4210 Dewy Round,77072,29.7016830,-95.5861740
4910,4955,Frank,Vaughn,Consumer,Puerto Rico,Caguas,7923 High Pioneer Walk,00725,18.2670078,-66.3705368
4911,4956,Mary,Smith,Consumer,Texas,Austin,5913 Umber Orchard,78745,30.2022305,-97.7755661
4912,4957,Lawrence,Kidd,Consumer,New York,South Ozone Park,5687 Clear Maze,11420,40.6754494,-73.8111420
4913,4958,Mary,Smith,Consumer,Puerto Rico,Caguas,357 Umber Alley,00725,18.2691784,-66.3705750
4914,4959,Laura,Baldwin,Home Office,New York,Brooklyn,226 Rustic Highlands,11218,40.6717606,-73.9452057
4915,4960,Mary,Smith,Consumer,Oregon,Roseburg,8212 Broad Circle,97470,43.2055626,-123.3465195
4916,4961,Justin,Kim,Home Office,Florida,Opa Locka,6187 Sunny Meadow,33055,27.0810528,-82.2288895
4917,4962,Arthur,Smith,Home Office,Puerto Rico,Caguas,8164 Silver Plaza,00725,18.2627029,-66.3705368
4918,4963,Mary,Smith,Consumer,Texas,Brownsville,1325 Noble Pike,78521,25.9020901,-97.4880142
4919,4964,Charles,Martinez,Consumer,New York,Brooklyn,8927 Merry Elk Centre,11216,40.6774101,-73.9499664
4920,4965,Mary,Gutierrez,Consumer,California,Santa Clara,1028 Shady Panda Manor,95051,37.3442040,-121.9884415
4921,4966,Amber,Bradley,Consumer,Ohio,Columbus,2 Fallen Arbor,43230,40.0230751,-82.8732605
4922,4967,Mary,Maldonado,Corporate,Puerto Rico,Caguas,1956 Silent Crest,00725,18.2986107,-66.3706131
4923,4968,Johnny,Lutz,Consumer,Wisconsin,La Crosse,7597 Golden Dale Nook,54601,43.8122406,-91.2448578
4924,4969,Mary,Smith,Consumer,Puerto Rico,Caguas,6001 Middle Island,00725,18.2691937,-66.3705444
4925,4970,Nancy,Mitchell,Consumer,California,Mission Viejo,8675 Lazy Pathway,92692,33.6487541,-117.6374283
4926,4971,Mary,Hogan,Consumer,Puerto Rico,Caguas,89 Lost Isle,00725,18.2851124,-66.3705673
4927,4972,Matthew,Smith,Corporate,Illinois,Aurora,8410 Amber Dell,60505,41.7524300,-88.3086777
4928,4973,Alan,Hubbard,Consumer,Puerto Rico,Caguas,5002 Cinder Ridge,00725,18.2007370,-66.3705521
4929,4974,Mary,Smith,Corporate,Utah,Salt Lake City,3888 Cotton Corners,84118,40.6598740,-112.0028687
4930,4975,Diane,Flores,Consumer,Puerto Rico,Caguas,1399 Cinder Loop,00725,18.2953663,-66.3705368
4931,4976,Mary,Smith,Consumer,Connecticut,Milford,9601 Jagged River Bay,06460,41.1966362,-73.0857773
4932,4977,Howard,Hayes,Consumer,Puerto Rico,Caguas,7199 Tawny Close,00725,18.2369022,-66.3705216
4933,4978,Mary,Small,Corporate,Texas,Houston,7596 Silent Mews,77093,29.8312378,-95.2700119
4934,4979,Emily,Smith,Home Office,Puerto Rico,Caguas,1491 Foggy Glade,00725,18.2696381,-66.3705139
4935,4980,Mary,Wilson,Corporate,New York,Brooklyn,6967 Foggy Treasure Farms,11236,40.6457138,-73.8972168
4936,4981,Richard,Shepherd,Home Office,New York,Bronx,8684 Golden Point,10466,40.8907814,-73.8575821
4937,4982,Cynthia,Smith,Home Office,New Jersey,Union,6283 Dusty Rise,07083,40.7084580,-74.2552795
4938,4983,Hannah,Snyder,Home Office,Puerto Rico,Caguas,1269 Rocky Brook Hollow,00725,18.2132359,-66.3706284
4939,4984,Mary,Smith,Home Office,Pennsylvania,Philadelphia,852 Hazy Gate Circuit,19134,39.9865456,-75.1084671
4940,4985,Deborah,Miller,Home Office,Puerto Rico,Caguas,9140 Gentle Moor,00725,18.2959690,-66.3705521
4941,4986,Katherine,Cole,Corporate,California,Santa Ana,5808 Grand Sky Field,92707,33.6655998,-117.8830566
4942,4987,Mary,Smith,Corporate,Puerto Rico,Caguas,72 Quaking Route,00725,18.2727966,-66.3706131
4943,4988,Michelle,Pierce,Corporate,District of Columbia,Washington,431 Noble Dale Pines,20009,38.9182625,-77.0394669
4944,4989,Mary,Smith,Home Office,Puerto Rico,Caguas,7828 Golden Mountain Woods,00725,18.2056046,-66.3705673
4945,4990,Karen,Johnson,Corporate,New York,Yonkers,3901 Bright Terrace,10701,40.9354591,-73.8830719
4946,4991,Mary,Krause,Corporate,North Carolina,Greensboro,3858 Foggy Autumn Freeway,27406,36.0508041,-79.7982636
4947,4992,Grace,Smith,Consumer,Puerto Rico,Caguas,1996 Easy Parade,00725,18.2271786,-66.3705139
4948,4993,Mary,Wilson,Consumer,Florida,Fort Lauderdale,797 Golden Harbour,33324,26.1332607,-80.2524338
4949,4994,Anthony,Brooks,Corporate,Puerto Rico,Caguas,4506 Golden Branch End,00725,18.2768345,-66.3705673
4950,4995,Mary,Smith,Consumer,Georgia,Lawrenceville,1782 High River Rise,30044,33.9418526,-84.0866318
4951,4996,Christine,Zimmerman,Consumer,Kansas,Olathe,5841 Clear Centre,66062,38.8945618,-94.7779617
4952,4997,Roy,Todd,Consumer,Florida,Valrico,3493 Noble Vista,33594,27.9327755,-82.2281799
4953,4998,Mary,Smith,Consumer,Puerto Rico,Caguas,1235 Honey Mews,00725,18.2603626,-66.3705063
4954,4999,Virginia,Green,Consumer,California,San Bernardino,7479 Colonial Ramp,92404,34.1299248,-117.2789154
4955,5000,Mary,Cannon,Consumer,Puerto Rico,San Juan,4089 Silver Autumn Crossing,00921,37.8592720,-107.8817825
4956,5001,Ann,Waller,Consumer,Puerto Rico,Caguas,7620 Thunder Gate,00725,18.2543678,-66.3705521
4957,5002,Bryan,Smith,Home Office,Illinois,Chicago,3937 Cinder Circle,60620,41.8951187,-87.7251892
4958,5003,Mary,Alexander,Consumer,California,Laguna Niguel,8407 Umber Leaf Pointe,92677,33.5210304,-117.7064667
4959,5004,Dorothy,Friedman,Home Office,Florida,Miami,6461 Silver Heath,33157,25.5845699,-80.3736115
4960,5005,Mary,Smith,Consumer,Illinois,Berwyn,3422 Blue Pioneer Bend,60402,41.8072853,-87.8017960
4961,5006,Ann,Zimmerman,Consumer,Ohio,Painesville,3240 Sleepy Beacon Bend,44077,41.7241287,-81.2459107
4962,5007,Mary,Smith,Home Office,Puerto Rico,Caguas,2264 Thunder Abbey,00725,18.2498455,-66.3705063
4963,5008,Donald,Gibbs,Home Office,North Carolina,Lenoir,9276 Dusty Isle,28645,36.1101990,-81.5260086
4964,5009,Aaron,Smith,Home Office,Puerto Rico,Caguas,7380 Hazy Timber Expressway,00725,18.2279606,-66.3705292
4965,5010,Mary,Olsen,Home Office,Ohio,Cleveland,5105 Middle Bay,44102,41.4201317,-81.7257004
4966,5011,William,Berg,Consumer,Puerto Rico,Caguas,2387 Silver Freeway,00725,18.2880039,-66.3705216
4967,5012,Karen,Smith,Consumer,New York,Brooklyn,1800 Cotton Oak Beach,11207,40.6657715,-73.8924637
4968,5013,Mary,Peters,Consumer,Ohio,Reynoldsburg,6630 Quaking Via,43068,39.9542008,-82.8127594
4969,5014,Peter,Smith,Consumer,Michigan,Highland Park,8247 Hidden Apple Island,48203,42.6596069,-83.4483948
4970,5015,Mary,Gutierrez,Corporate,Puerto Rico,Caguas,6724 High Chase,00725,18.2369633,-66.3705368
4971,5016,James,Rangel,Corporate,California,Oceanside,1213 Quaking Plaza,92056,33.1874695,-117.3649445
4972,5017,Joyce,Smith,Corporate,Texas,Dallas,3865 Harvest Prairie Mount,75216,32.7162705,-96.7686920
4973,5018,Jerry,Gibson,Corporate,Colorado,Colorado Springs,1492 Fallen Bank,80918,38.9058151,-104.7751541
4974,5019,Mary,Smith,Corporate,Puerto Rico,Caguas,6340 Merry Blossom Boulevard,00725,18.2040730,-66.3706131
4975,5020,Lawrence,Weeks,Corporate,Illinois,Chicago,8666 Gentle Goose Run,60657,41.9398613,-87.6465225
4976,5021,Mary,Smith,Consumer,Puerto Rico,Caguas,1453 Amber Deer Farm,00725,18.2536869,-66.3705978
4977,5022,Judy,Baker,Consumer,California,San Jose,610 Clear Apple Highway,95116,37.3602409,-121.8450699
4978,5023,Mary,Smith,Consumer,Puerto Rico,Caguas,4197 Emerald Hollow,00725,18.2713032,-66.3705139
4979,5024,Thomas,Klein,Corporate,New York,Flushing,7199 Golden Private,11355,40.7635803,-73.8300400
4980,5025,Paul,Stevenson,Corporate,New York,Bronx,6554 Pleasant Lagoon Stead,10456,40.8307610,-73.9117813
4981,5026,Christian,Smith,Home Office,Arkansas,Jonesboro,2878 Hazy Wagon  Thicket,72401,35.8212013,-90.6701355
4982,5027,Mary,Collins,Consumer,Puerto Rico,Caguas,7831 Rustic Panda Front,00725,18.2613907,-66.3706284
4983,5028,Joseph,Lucero,Corporate,Florida,Miami,1112 Rustic Range,33161,25.8885250,-80.1729431
4984,5029,Kevin,Smith,Corporate,Hawaii,Honolulu,1875 Jagged Moor,96822,21.3056202,-157.8386993
4985,5030,Rose,Harper,Corporate,Puerto Rico,Caguas,3671 Silver Village,00725,18.2452908,-66.3705216
4986,5031,Mary,George,Consumer,Texas,San Antonio,5148 Sleepy Timber Grove,78201,29.4600792,-98.5275421
4987,5032,Christopher,Fry,Corporate,Puerto Rico,Caguas,1438 Honey Bay,00725,18.2620106,-66.3705521
4988,5033,Mary,Smith,Corporate,Michigan,Canton,7362 Jagged Cape,48187,42.3484421,-83.4374466
4989,5034,Rose,Williams,Consumer,Puerto Rico,Caguas,281 Sleepy Hickory Subdivision,00725,18.2068234,-66.3705597
4990,5035,Mary,Drake,Consumer,New York,New York,1674 Hidden Field,10032,40.6741295,-73.9065399
4991,5036,Andrew,Smith,Consumer,California,Canyon Country,5714 Fallen Prairie Woods,91351,35.3046150,-119.0659714
4992,5037,Amber,Pearson,Consumer,California,Los Angeles,1819 Noble Ramp,90016,34.0323448,-118.3598175
4993,5038,Mary,Smith,Consumer,Puerto Rico,Caguas,6847 Broad Orchard,00725,18.2058430,-66.3705978
4994,5039,Christopher,Perez,Consumer,Colorado,Englewood,3587 Pleasant Autoroute,80110,39.6530571,-105.0252762
4995,5040,Emily,Nicholson,Corporate,Puerto Rico,Caguas,437 Cozy Log Range,00725,18.2034454,-66.3705292
4996,5041,Mary,Smith,Corporate,Ohio,Massillon,3378 Old Drive,44646,40.7557411,-81.5163956
4997,5042,Andrew,Garner,Corporate,Puerto Rico,Caguas,3088 Cinder Ridge,00725,18.2164116,-66.3705368
4998,5043,Mary,Smith,Corporate,New York,Bronx,6122 Easy Oak Extension,10466,40.8907814,-73.8575821
4999,5044,Linda,Sanchez,Corporate,Puerto Rico,Caguas,4166 Golden Willow Circuit,00725,18.2937412,-66.3705597
5000,5045,Nathan,Stevens,Corporate,Tennessee,Antioch,961 Honey Plaza,37013,35.4828224,-84.1496429
5001,5046,Mary,Smith,Consumer,New York,Astoria,7191 Sunny Loop,11103,40.7686195,-73.9094925
5002,5047,Shirley,Whitehead,Corporate,Puerto Rico,Caguas,3627 Cozy Sky Trace,00725,18.2894650,-66.3705902
5003,5048,Johnny,Smith,Consumer,New York,Buffalo,3367 Merry Mews,14215,42.9412918,-78.8005524
5004,5049,Mary,Walton,Consumer,Puerto Rico,Caguas,7639 Silent Valley,00725,18.2617378,-66.3705750
5005,5050,Susan,Nicholson,Corporate,California,Huntington Beach,5202 Old Shadow Rise,92647,33.7099419,-117.9904709
5006,5051,Brenda,Smith,Corporate,North Dakota,Fargo,7613 Amber Willow Manor,58103,46.8416138,-96.8080368
5007,5052,Larry,Meyer,Home Office,Oregon,Oregon City,92 Green Woods,97045,45.3691063,-122.5997391
5008,5053,Mary,Smith,Corporate,Puerto Rico,Caguas,870 Amber Quail Circuit,00725,18.2236748,-66.3705216
5009,5054,Paul,Thomas,Corporate,New York,Brooklyn,6907 Stony Arbor,11214,40.6032066,-73.9962463
5010,5055,Emma,Clay,Home Office,Puerto Rico,Caguas,5824 Honey Glade,00725,18.2941856,-66.3706360
5011,5056,Mary,Smith,Home Office,Texas,San Benito,2499 Sleepy Diversion,78586,26.1407280,-97.6680527
5012,5057,Angela,Lee,Corporate,Indiana,Indianapolis,4466 Burning Round,46226,39.8369904,-86.0190735
5013,5058,Mary,Salinas,Corporate,Puerto Rico,Caguas,9980 Red Crossing,00725,18.2519321,-66.3706360
5014,5059,Deborah,Smith,Corporate,South Carolina,Goose Creek,8976 Wishing Quail Ramp,29445,32.9797020,-80.0357971
5015,5060,Mary,Kelley,Corporate,Puerto Rico,Caguas,4320 Jagged Hollow,00725,18.2958374,-66.3705673
5016,5061,Charles,Heath,Home Office,Illinois,Chicago,2439 Quaking Cove,60660,41.8954582,-87.6884613
5017,5062,Donald,Mosley,Home Office,California,South El Monte,7477 Easy Falls,91733,34.0449143,-118.0166092
5018,5063,Frank,Smith,Home Office,Puerto Rico,Caguas,6692 Round Hill,00725,18.2582684,-66.3706055
5019,5064,Mary,Carney,Home Office,Arizona,Phoenix,2128 Wishing Grove Route,85040,33.4035606,-112.0214005
5020,5065,Donald,Smith,Home Office,Michigan,Dearborn,5803 Burning Abbey,48126,42.3235397,-83.1763535
5021,5066,Mary,Jones,Corporate,Puerto Rico,Caguas,8663 Green Anchor Ramp,00725,18.2507076,-66.3706360
5022,5067,Robert,Glass,Corporate,Utah,Ogden,8566 Shady Bay,84404,41.2743683,-111.9628677
5023,5068,Anna,Smith,Corporate,Puerto Rico,Caguas,7168 Amber Row,00725,18.2347660,-66.3705673
